ID,OBS
"8755",0
"8756",3
"8757",2
"8758",0
"8759",0
"8760",0
"8761",0
"8762",0
"8763",0
"8764",0
"8765",0
"8766",0
"8767",0
"8768",0
"8769",0
"8770",1
"8771",0
"8772",0
"8773",0
"8774",0
"8775",0
"8776",0
"8777",0
"8778",0
"8779",0
"8780",0
"8781",0
"8782",0
"8783",0
"8784",0
"8785",0
"8786",0
"8787",0
"8788",0
"8789",0
"8790",0
"8791",0
"8792",0
"8793",0
"8794",0
"8795",0
"8796",0
"8797",0
"8798",0
"8799",0
"8800",0
"8801",0
"8802",0
"8803",0
"8804",3
"8805",2
"8806",5
"8807",3
"8808",5
"8809",2
"8810",3
"8811",2
"8812",0
"8813",0
"8814",1
"8815",0
"8816",1
"8817",0
"8818",0
"8819",0
"8820",0
"8821",2
"8822",2
"8823",0
"8824",2
"8825",0
"8826",0
"8827",0
"8828",1
"8829",1
"8830",0
"8831",1
"8832",0
"8833",0
"8834",0
"8835",0
"8836",4
"8837",3
"8838",3
"8839",2
"8840",9
"8841",5
"8842",1
"8843",5
"8844",1
"8845",2
"8846",0
"8847",0
"8848",2
"8849",1
"8850",0
"8851",5
"8852",0
"8853",2
"8854",1
"8855",0
"8856",0
"8857",0
"8858",0
"8859",1
"8860",3
"8861",3
"8862",2
"8863",1
"8864",0
"8865",5
"8866",2
"8867",1
"8868",0
"8869",3
"8870",1
"8871",1
"8872",4
"8873",1
"8874",4
"8875",2
"8876",2
"8877",0
"8878",0
"8879",1
"8880",3
"8881",0
"8882",0
"8883",2
"8884",1
"8885",0
"8886",0
"8887",1
"8888",0
"8889",0
"8890",1
"8891",4
"8892",5
"8893",3
"8894",1
"8895",3
"8896",0
"8897",1
"8898",0
"8899",0
"8900",1
"8901",4
"8903",0
"8904",0
"8905",2
"8906",7
"8907",0
"8908",2
"8909",4
"8910",1
"8911",3
"8912",5
"8913",4
"8914",5
"8915",10
"8916",1
"8917",9
"8918",6
"8919",3
"8920",0
"8921",0
"8922",0
"8923",0
"8924",0
"8925",0
"8926",2
"8927",3
"8928",1
"8929",2
"8930",0
"8931",0
"8932",0
"8933",0
"8934",0
"8935",0
"8936",0
"8937",0
"8938",1
"8939",0
"8940",0
"8941",0
"8942",0
"8943",0
"8944",6
"8945",2
"8946",2
"8947",3
"8948",2
"8949",7
"8950",7
"8951",7
"8952",2
"8953",3
"8954",1
"8955",5
"8956",2
"8957",1
"8958",0
"8959",0
"8960",0
"8961",2
"8962",4
"8963",4
"8964",2
"8965",5
"8966",6
"8967",2
"8968",7
"8969",4
"8970",8
"8971",4
"8972",5
"8973",3
"8974",4
"8975",1
"8976",6
"8977",5
"8978",1
"8979",0
"8980",0
"8981",2
"8982",2
"8983",0
"8984",2
"8985",2
"8986",2
"8987",0
"8988",7
"8989",4
"8990",13
"8991",3
"8992",8
"8993",6
"8994",12
"8995",3
"8996",1
"8997",3
"8998",4
"8999",12
"9000",6
"9001",9
"9002",9
"9003",10
"9004",10
"9005",1
"9006",5
"9007",6
"9008",2
"9009",0
"9010",0
"9011",4
"9012",5
"9013",3
"9014",1
"9015",0
"9016",8
"9017",0
"9018",7
"9019",2
"9020",3
"9021",7
"9022",5
"9023",5
"9024",3
"9025",4
"9026",6
"9028",10
"9029",7
"9030",1
"9031",4
"9032",7
"9033",8
"9034",10
"9035",9
"9036",5
"9037",2
"9038",1
"9039",0
"9040",2
"9041",5
"9042",1
"9043",2
"9044",2
"9045",2
"9046",1
"9047",5
"9048",1
"9049",4
"9050",0
"9051",1
"9052",4
"9053",2
"9054",4
"9055",2
"9056",0
"9057",9
"9058",9
"9059",9
"9060",8
"9061",8
"9062",9
"9063",2
"9064",2
"9065",4
"9066",0
"9067",4
"9068",2
"9069",4
"9070",6
"9071",3
"9072",8
"9073",9
"9074",3
"9075",5
"9076",4
"9077",2
"9078",5
"9079",1
"9080",7
"9081",3
"9082",3
"9083",3
"9084",2
"9085",4
"9086",3
"9087",4
"9088",9
"9089",2
"9090",2
"9091",0
"9092",4
"9093",2
"9094",4
"9095",4
"9096",1
"9097",1
"9098",0
"9099",6
"9100",1
"9101",5
"9102",4
"9103",5
"9104",4
"9105",1
"9106",0
"9107",0
"9108",0
"9109",0
"9110",1
"9111",3
"9112",0
"9113",0
"9114",0
"9115",1
"9116",0
"9117",1
"9118",1
"9119",0
"9120",1
"9121",1
"9122",0
"9123",0
"9124",0
"9125",0
"9126",0
"9127",0
"9128",0
"9129",0
"9130",0
"9131",0
"9132",3
"9133",4
"9134",0
"9135",3
"9136",4
"9137",0
"9138",4
"9139",1
"9140",1
"9141",0
"9142",11
"9143",8
"9144",11
"9145",9
"9146",9
"9147",5
"9148",0
"9149",1
"9150",3
"9151",8
"9152",4
"9153",9
"9154",7
"9155",7
"9156",4
"9157",5
"9158",7
"9159",10
"9160",4
"9161",5
"9162",6
"9163",8
"9164",8
"9165",0
"9166",0
"9167",2
"9168",0
"9169",0
"9170",1
"9171",0
"9172",5
"9173",7
"9174",7
"9175",7
"9176",7
"9177",4
"9178",1
"9179",2
"9180",2
"9181",13
"9182",12
"9183",12
"9184",9
"9185",11
"9186",14
"9187",7
"9188",2
"9189",1
"9190",0
"9191",10
"9192",2
"9193",10
"9194",1
"9195",4
"9196",2
"9197",1
"9198",4
"9199",2
"9200",4
"9201",2
"9202",4
"9203",1
"9204",4
"9205",0
"9206",0
"9207",2
"9208",2
"9209",2
"9210",2
"9211",3
"9212",10
"9213",11
"9214",4
"9215",8
"9216",8
"9217",11
"9218",11
"9219",8
"9220",8
"9221",1
"9222",4
"9223",5
"9224",3
"9225",5
"9226",2
"9227",0
"9228",0
"9229",0
"9230",0
"9231",8
"9232",15
"9233",11
"9234",10
"9235",11
"9236",8
"9237",2
"9238",5
"9239",7
"9240",4
"9241",3
"9242",2
"9243",0
"9244",0
"9245",6
"9246",7
"9247",9
"9248",7
"9249",5
"9250",4
"9251",7
"9252",10
"9253",2
"9254",1
"9255",0
"9256",1
"9257",0
"9258",4
"9259",5
"9260",5
"9261",0
"9262",4
"9263",0
"9264",10
"9265",8
"9266",1
"9267",5
"9268",0
"9269",10
"9270",7
"9271",5
"9272",3
"9273",6
"9274",9
"9275",10
"9276",7
"9277",1
"9278",0
"9279",5
"9280",1
"9281",6
"9282",10
"9283",7
"9284",4
"9285",7
"9286",8
"9287",6
"9288",1
"9289",0
"9290",3
"9291",1
"9292",3
"9293",3
"9294",1
"9295",0
"9296",3
"9297",0
"9298",2
"9299",3
"9300",1
"9301",3
"9302",3
"9303",2
"9304",0
"9305",0
"9306",1
"9307",2
"9308",6
"9309",7
"9310",10
"9311",0
"9312",1
"9313",0
"9314",2
"9315",1
"9316",3
"9317",6
"9318",8
"9319",3
"9320",9
"9321",6
"9322",10
"9323",11
"9324",11
"9325",11
"9326",4
"9327",6
"9328",8
"9329",8
"9330",5
"9331",2
"9332",10
"9333",7
"9334",6
"9335",0
"9336",7
"9337",2
"9338",2
"9339",5
"9340",7
"9341",6
"9342",2
"9343",2
"9344",1
"9345",0
"9346",2
"9347",3
"9348",2
"9349",4
"9350",1
"9351",7
"9352",1
"9353",1
"9354",0
"9355",3
"9356",2
"9357",2
"9358",2
"9359",2
"9360",2
"9361",2
"9362",0
"9363",0
"9364",1
"9365",2
"9366",3
"9367",0
"9368",1
"9369",1
"9370",0
"9371",0
"9372",0
"9373",0
"9374",0
"9375",0
"9376",0
"9377",0
"9378",2
"9379",1
"9380",2
"9381",1
"9382",3
"9383",1
"9384",3
"9385",2
"9386",1
"9387",0
"9388",1
"9389",2
"9390",0
"9391",0
"9392",0
"9393",2
"9394",0
"9395",0
"9396",1
"9397",2
"9398",1
"9399",0
"9400",0
"9401",0
"9402",0
"9403",0
"9404",0
"9405",1
"9406",0
"9407",0
"9408",0
"9409",1
"9410",0
"9411",0
"9412",0
"9413",1
"9414",0
"9415",0
"9416",1
"9417",1
"9418",0
"9419",0
"9420",0
"9421",0
"9422",0
"9423",0
"9424",1
"9425",1
"9426",2
"9427",0
"9428",0
"9429",10
"9430",6
"9431",4
"9432",4
"9433",0
"9434",4
"9435",6
"9436",1
"9437",0
"9438",0
"9439",0
"9440",0
"9441",0
"9442",0
"9443",2
"9444",1
"9445",0
"9446",0
"9447",0
"9448",0
"9449",0
"9450",0
"9451",0
"9452",1
"9453",0
"9454",0
"9455",5
"9456",1
"9457",0
"9458",1
"9459",0
"9460",0
"9461",0
"9462",1
"9463",3
"9464",0
"9465",0
"9466",0
"9467",0
"9468",0
"9469",0
"9470",0
"9471",0
"9472",0
"9473",0
"9474",1
"9475",0
"9476",0
"9477",0
"9478",1
"9479",0
"9480",0
"9481",0
"9482",0
"9483",0
"9484",0
"9485",0
"9486",0
"9487",0
"9488",0
"9489",0
"9490",1
"9491",0
"9492",0
"9493",0
"9494",0
"9495",0
"9496",0
"9497",0
"9498",0
"9499",0
"9500",0
"9501",0
"9502",0
"9503",0
"9504",0
"9505",0
"9506",0
"9507",1
"9508",0
"9509",0
"9510",0
"9511",1
"9512",0
"9513",0
"9514",0
"9515",0
"9516",0
"9517",0
"9518",0
"9519",3
"9520",3
"9521",0
"9522",0
"9523",0
"9524",1
"9525",0
"9526",0
"9527",0
"9528",0
"9529",0
"9530",0
"9531",0
"9532",0
"9533",0
"9534",2
"9535",2
"9536",1
"9537",0
"9538",0
"9539",2
"9540",1
"9541",1
"9542",1
"9543",2
"9544",0
"9545",0
"9546",0
"9547",0
"9548",8
"9549",5
"9550",6
"9551",0
"9552",1
"9553",0
"9554",0
"9555",0
"9556",0
"9557",0
"9558",0
"9559",0
"9560",1
"9561",0
"9562",1
"9563",0
"9564",0
"9565",0
"9566",0
"9567",0
"9568",2
"9569",0
"9570",0
"9571",0
"9572",0
"9573",0
"9574",0
"9575",1
"9576",0
"9577",0
"9578",1
"9579",0
"9580",0
"9581",0
"9582",1
"9583",0
"9584",2
"9585",0
"9586",0
"9587",0
"9588",1
"9589",0
"9590",0
"9591",0
"9592",0
"9593",0
"9594",0
"9595",2
"9596",0
"9597",0
"9598",0
"9599",0
"9600",1
"9601",0
"9602",0
"9603",0
"9604",0
"9605",1
"9606",0
"9607",0
"9608",0
"9609",0
"9610",0
"9611",0
"9612",0
"9613",0
"9614",0
"9615",0
"9616",0
"9617",0
"9618",2
"9619",0
"9620",0
"9621",1
"9622",0
"9623",0
"9624",0
"9625",0
"9626",0
"9627",1
"9628",1
"9629",5
"9630",1
"9631",2
"9632",2
"9633",5
"9634",2
"9635",0
"9636",0
"9637",0
"9638",0
"9639",0
"9640",5
"9641",0
"9642",0
"9643",0
"9644",1
"9645",2
"9646",2
"9647",1
"9648",2
"9649",0
"9650",1
"9651",3
"9652",0
"9653",0
"9654",1
"9655",2
"9656",2
"9657",0
"9658",0
"9659",0
"9660",0
"9661",0
"9662",0
"9663",0
"9664",0
"9665",0
"9666",0
"9667",0
"9668",0
"9669",0
"9670",2
"9671",4
"9672",2
"9673",4
"9674",4
"9675",1
"9676",5
"9677",0
"9678",0
"9679",0
"9680",0
"9681",0
"9682",0
"9683",4
"9684",2
"9685",1
"9686",0
"9687",0
"9688",0
"9689",1
"9690",1
"9691",5
"9692",2
"9693",2
"9694",2
"9695",2
"9696",2
"9697",1
"9698",2
"9699",9
"9700",0
"9701",1
"9702",1
"9703",4
"9705",0
"9706",0
"9707",5
"9708",1
"9709",0
"9710",2
"9711",1
"9712",1
"9713",2
"9714",1
"9715",2
"9716",2
"9717",1
"9718",0
"9719",0
"9720",1
"9721",0
"9722",0
"9723",3
"9724",2
"9725",2
"9726",2
"9727",2
"9728",0
"9729",0
"9730",0
"9731",1
"9732",0
"9733",0
"9734",3
"9735",1
"9736",0
"9737",0
"9738",2
"9739",3
"9740",0
"9741",6
"9742",4
"9743",1
"9744",0
"9745",0
"9746",0
"9747",0
"9748",0
"9749",0
"9750",0
"9751",0
"9752",0
"9753",0
"9754",0
"9755",0
"9756",0
"9757",0
"9758",0
"9759",0
"9760",0
"9761",0
"9762",0
"9763",0
"9764",0
"9765",0
"9766",1
"9767",0
"9768",2
"9769",0
"9770",0
"9771",0
"9772",0
"9773",0
"9774",0
"9775",0
"9776",0
"9777",0
"9778",0
"9779",0
"9780",0
"9781",0
"9782",0
"9783",0
"9784",0
"9785",0
"9786",0
"9787",1
"9788",0
"9789",0
"9790",0
"9791",0
"9792",0
"9793",0
"9794",0
"9795",0
"9796",0
"9797",0
"9798",0
"9799",0
"9800",0
"9801",0
"9802",0
"9803",0
"9804",0
"9805",0
"9806",0
"9807",0
"9808",0
"9809",2
"9810",2
"9811",0
"9812",0
"9813",1
"9814",0
"9815",0
"9816",0
"9817",1
"9818",1
"9819",0
"9820",4
"9821",4
"9823",8
"9824",7
"9825",0
"9826",1
"9827",0
"9828",0
"9829",0
"9830",0
"9831",0
"9832",0
"9833",0
"9834",0
"9835",0
"9836",0
"9837",0
"9838",0
"9839",0
"9840",0
"9841",0
"9842",0
"9843",0
"9844",0
"9845",0
"9846",0
"9847",0
"9848",0
"9849",0
"9850",0
"9851",0
"9852",0
"9853",0
"9854",0
"9855",0
"9856",0
"9857",0
"9858",0
"9859",0
"9860",0
"9861",0
"9862",0
"9863",0
"9864",0
"9865",2
"9866",1
"9867",6
"9868",4
"9869",0
"9870",0
"9871",0
"9872",0
"9873",3
"9874",0
"9875",0
"9876",1
"9877",0
"9878",0
"9879",3
"9880",2
"9881",0
"9882",0
"9883",0
"9884",0
"9885",0
"9886",2
"9887",1
"9888",2
"9889",1
"9890",0
"9891",0
"9892",0
"9893",0
"9894",0
"9895",6
"9896",4
"9897",6
"9898",5
"9899",9
"9900",4
"9901",4
"9902",8
"9903",1
"9904",9
"9905",14
"9906",12
"9907",5
"9908",6
"9909",3
"9910",12
"9911",15
"9913",4
"9914",2
"9915",4
"9916",0
"9917",7
"9918",5
"9919",4
"9920",6
"9921",5
"9922",7
"9923",6
"9924",8
"9925",9
"9926",11
"9927",1
"9928",5
"9929",2
"9930",4
"9931",6
"9932",3
"9933",3
"9934",0
"9935",6
"9936",8
"9937",10
"9938",8
"9939",2
"9940",6
"9941",5
"9942",1
"9943",1
"9944",3
"9945",15
"9946",14
"9947",8
"9948",13
"9949",8
"9950",4
"9951",5
"9952",5
"9953",9
"9954",17
"9955",6
"9956",3
"9957",3
"9958",5
"9959",5
"9960",4
"9961",0
"9962",10
"9963",8
"9964",7
"9965",10
"9966",12
"9967",8
"9968",6
"9969",5
"9970",12
"9971",12
"9972",1
"9973",0
"9974",2
"9975",5
"9976",0
"9977",6
"9978",1
"9979",0
"9980",7
"9981",10
"9982",11
"9983",5
"9984",6
"9985",9
"9986",11
"9987",8
"9988",7
"9989",12
"9990",7
"9991",0
"9992",5
"9993",4
"9994",12
"9995",9
"9996",27
"9997",6
"9998",0
"9999",7
"10000",5
"10001",10
"10002",2
"10003",23
"10004",16
"10005",3
"10006",6
"10007",8
"10008",9
"10009",12
"10010",22
"10011",17
"10012",1
"10013",4
"10014",7
"10015",6
"10016",4
"10017",2
"10018",2
"10019",7
"10020",7
"10021",4
"10022",9
"10023",10
"10024",7
"10025",4
"10026",12
"10027",11
"10028",14
"10029",11
"10030",11
"10031",7
"10032",10
"10033",10
"10034",9
"10035",17
"10036",11
"10037",17
"10038",3
"10039",2
"10040",6
"10041",5
"10042",3
"10043",6
"10044",4
"10045",0
"10046",4
"10047",3
"10048",5
"10049",0
"10050",8
"10051",5
"10052",3
"10053",0
"10054",11
"10055",6
"10056",6
"10057",5
"10058",6
"10059",2
"10060",6
"10061",6
"10062",0
"10063",9
"10064",4
"10065",10
"10066",12
"10067",7
"10068",4
"10069",2
"10070",10
"10071",0
"10072",6
"10073",13
"10074",15
"10075",10
"10076",14
"10077",0
"10078",18
"10079",15
"10080",1
"10081",3
"10082",0
"10083",10
"10084",7
"10085",6
"10086",4
"10087",6
"10088",5
"10089",4
"10090",7
"10091",10
"10092",12
"10093",8
"10094",8
"10095",10
"10096",9
"10097",9
"10098",3
"10099",0
"10100",0
"10101",0
"10102",0
"10103",0
"10104",0
"10105",0
"10106",7
"10107",8
"10108",10
"10109",9
"10110",3
"10111",1
"10112",4
"10113",0
"10114",13
"10115",7
"10116",6
"10117",7
"10118",5
"10119",4
"10120",1
"10121",11
"10122",9
"10123",12
"10124",10
"10125",8
"10126",6
"10127",6
"10128",3
"10129",6
"10130",4
"10131",3
"10132",9
"10133",8
"10134",10
"10135",4
"10136",4
"10137",0
"10138",5
"10139",7
"10140",5
"10141",5
"10142",6
"10143",4
"10144",9
"10145",5
"10146",1
"10147",5
"10148",2
"10149",10
"10150",13
"10151",8
"10152",12
"10153",14
"10154",19
"10155",4
"10156",8
"10157",3
"10158",1
"10159",5
"10160",7
"10161",6
"10162",3
"10163",23
"10164",16
"10165",3
"10166",3
"10167",4
"10168",10
"10169",7
"10170",11
"10171",4
"10172",8
"10173",8
"10174",4
"10175",0
"10176",11
"10177",9
"10178",3
"10179",2
"10180",7
"10181",6
"10182",0
"10183",5
"10184",1
"10185",2
"10186",5
"10187",1
"10188",5
"10189",5
"10190",1
"10191",3
"10192",2
"10193",1
"10194",8
"10195",13
"10196",10
"10197",11
"10198",10
"10199",10
"10200",9
"10201",13
"10202",6
"10203",9
"10204",4
"10205",0
"10206",7
"10207",3
"10208",3
"10209",2
"10210",0
"10211",0
"10212",4
"10213",5
"10214",11
"10215",8
"10216",11
"10217",3
"10218",4
"10219",4
"10220",1
"10221",22
"10222",14
"10223",4
"10224",21
"10225",23
"10226",3
"10227",0
"10228",1
"10229",9
"10230",4
"10231",1
"10232",7
"10233",5
"10234",3
"10235",2
"10236",3
"10237",5
"10238",1
"10239",7
"10240",9
"10241",12
"10242",8
"10243",8
"10244",1
"10245",5
"10246",2
"10247",12
"10248",7
"10249",0
"10250",3
"10251",2
"10252",0
"10253",0
"10254",0
"10255",0
"10256",0
"10257",1
"10258",0
"10259",0
"10260",2
"10261",0
"10262",0
"10263",0
"10264",2
"10265",0
"10266",2
"10267",0
"10268",0
"10269",0
"10270",3
"10271",6
"10272",5
"10273",8
"10274",8
"10275",11
"10276",3
"10277",0
"10278",0
"10279",1
"10280",1
"10281",1
"10282",0
"10283",21
"10284",24
"10285",0
"10286",12
"10287",13
"10288",12
"10289",12
"10290",4
"10291",4
"10292",6
"10293",9
"10294",5
"10295",7
"10296",2
"10297",6
"10298",8
"10299",6
"10300",5
"10301",22
"10302",24
"10303",4
"10304",0
"10305",2
"10306",12
"10307",6
"10308",9
"10309",10
"10310",12
"10311",2
"10312",0
"10313",0
"10314",13
"10315",6
"10316",4
"10317",6
"10318",4
"10319",3
"10320",6
"10321",9
"10322",18
"10323",17
"10324",0
"10325",8
"10326",2
"10327",8
"10328",4
"10329",3
"10330",4
"10331",22
"10332",17
"10333",5
"10334",6
"10335",0
"10336",0
"10337",0
"10338",0
"10339",0
"10340",1
"10341",0
"10342",0
"10343",0
"10344",0
"10345",0
"10346",0
"10348",3
"10349",2
"10350",1
"10351",1
"10352",3
"10353",1
"10354",2
"10355",0
"10356",0
"10357",0
"10358",5
"10359",5
"10360",7
"10361",4
"10362",10
"10363",5
"10364",6
"10365",5
"10366",10
"10367",13
"10368",9
"10369",6
"10370",11
"10371",13
"10372",14
"10373",14
"10374",6
"10375",16
"10376",9
"10377",14
"10378",7
"10379",9
"10380",4
"10381",2
"10382",10
"10383",5
"10384",8
"10385",0
"10386",5
"10387",6
"10388",4
"10389",6
"10390",7
"10391",5
"10392",10
"10393",9
"10394",11
"10395",4
"10396",7
"10397",6
"10398",5
"10399",1
"10400",1
"10401",5
"10402",4
"10403",10
"10404",4
"10405",8
"10406",0
"10407",8
"10408",0
"10409",0
"10410",6
"10411",6
"10412",8
"10413",4
"10414",0
"10415",0
"10416",1
"10417",0
"10418",7
"10419",5
"10420",0
"10421",10
"10422",6
"10423",3
"10424",2
"10425",9
"10426",4
"10427",8
"10428",5
"10429",2
"10430",7
"10431",1
"10432",6
"10433",6
"10434",3
"10435",3
"10436",3
"10437",1
"10438",5
"10439",6
"10440",13
"10441",12
"10442",10
"10443",9
"10444",7
"10445",6
"10446",12
"10447",0
"10448",0
"10449",5
"10450",6
"10451",4
"10452",5
"10453",11
"10454",4
"10455",17
"10456",1
"10457",5
"10458",2
"10459",1
"10460",5
"10461",3
"10462",1
"10463",3
"10464",0
"10465",9
"10466",1
"10467",4
"10468",9
"10469",2
"10470",3
"10471",2
"10472",0
"10473",0
"10474",4
"10475",1
"10476",3
"10477",3
"10478",3
"10479",5
"10480",4
"10481",2
"10482",5
"10483",8
"10484",12
"10485",10
"10486",11
"10487",13
"10488",4
"10489",7
"10490",13
"10491",8
"10492",7
"10493",12
"10494",13
"10495",3
"10496",24
"10497",16
"10498",8
"10499",4
"10500",3
"10501",7
"10502",12
"10503",9
"10504",8
"10505",7
"10506",9
"10507",6
"10508",8
"10509",2
"10510",5
"10511",3
"10512",12
"10513",4
"10514",1
"10515",5
"10516",2
"10517",1
"10518",0
"10519",2
"10520",4
"10521",0
"10522",0
"10523",1
"10524",0
"10525",2
"10526",5
"10527",7
"10528",2
"10529",5
"10530",8
"10531",3
"10532",4
"10533",0
"10534",0
"10535",3
"10536",2
"10537",9
"10538",7
"10539",7
"10540",7
"10541",2
"10542",9
"10543",1
"10544",11
"10545",8
"10546",9
"10547",9
"10548",7
"10549",10
"10550",6
"10551",8
"10552",2
"10553",2
"10554",5
"10556",7
"10557",5
"10558",2
"10559",7
"10560",8
"10561",1
"10562",4
"10563",1
"10564",4
"10565",3
"10566",6
"10567",8
"10568",4
"10569",4
"10570",2
"10571",3
"10572",3
"10573",3
"10574",2
"10575",2
"10576",5
"10577",4
"10578",2
"10579",10
"10580",1
"10581",25
"10582",10
"10583",8
"10584",5
"10585",1
"10586",4
"10587",0
"10588",4
"10589",15
"10590",9
"10591",7
"10592",2
"10593",8
"10594",3
"10595",8
"10596",1
"10597",4
"10598",8
"10599",0
"10600",6
"10601",6
"10602",5
"10603",5
"10604",4
"10605",11
"10606",6
"10607",8
"10608",2
"10609",4
"10610",8
"10611",6
"10612",7
"10613",10
"10614",8
"10615",0
"10616",5
"10617",4
"10618",9
"10619",12
"10620",8
"10621",9
"10622",0
"10623",3
"10624",7
"10625",3
"10626",2
"10627",0
"10628",7
"10629",4
"10630",11
"10631",8
"10632",4
"10633",1
"10634",0
"10635",0
"10636",0
"10637",4
"10638",2
"10639",2
"10640",5
"10641",2
"10642",0
"10643",7
"10644",1
"10645",2
"10646",7
"10647",10
"10648",2
"10649",4
"10650",3
"10651",3
"10652",6
"10653",6
"10654",5
"10655",0
"10656",2
"10657",2
"10658",11
"10659",5
"10660",6
"10661",7
"10662",2
"10663",5
"10664",2
"10665",2
"10666",11
"10667",8
"10668",12
"10669",5
"10670",1
"10671",0
"10672",1
"10673",8
"10674",0
"10675",10
"10676",3
"10677",8
"10678",6
"10679",7
"10680",9
"10681",0
"10682",4
"10683",3
"10684",2
"10685",11
"10686",7
"10687",7
"10688",19
"10689",6
"10690",9
"10691",6
"10692",11
"10693",3
"10694",7
"10695",0
"10696",3
"10697",3
"10698",1
"10699",2
"10700",9
"10701",7
"10702",7
"10703",2
"10704",0
"10705",0
"10706",5
"10707",4
"10708",4
"10709",1
"10710",0
"10711",0
"10712",2
"10713",0
"10714",8
"10715",8
"10716",13
"10717",11
"10718",4
"10719",5
"10720",5
"10721",5
"10722",10
"10723",4
"10724",6
"10725",5
"10726",9
"10727",0
"10728",0
"10729",1
"10730",17
"10731",13
"10732",0
"10733",8
"10734",4
"10735",7
"10736",4
"10737",2
"10738",7
"10739",1
"10740",3
"10741",1
"10742",2
"10743",3
"10744",6
"10745",6
"10746",6
"10747",6
"10748",6
"10749",8
"10750",4
"10751",12
"10752",10
"10753",13
"10754",0
"10755",15
"10756",11
"10757",6
"10758",6
"10759",7
"10760",1
"10761",0
"10762",9
"10763",0
"10764",6
"10765",6
"10766",3
"10767",5
"10768",4
"10769",12
"10770",1
"10771",2
"10772",4
"10773",9
"10774",1
"10775",3
"10776",4
"10777",4
"10778",7
"10779",10
"10780",4
"10781",9
"10782",8
"10783",8
"10784",3
"10785",10
"10786",0
"10787",5
"10788",5
"10789",3
"10790",9
"10792",1
"10793",7
"10794",0
"10795",1
"10796",1
"10797",0
"10798",0
"10799",0
"10800",0
"10801",4
"10802",6
"10803",7
"10804",8
"10805",12
"10806",11
"10807",4
"10808",10
"10809",1
"10810",11
"10811",3
"10812",9
"10813",0
"10814",8
"10815",8
"10816",2
"10817",6
"10818",7
"10819",6
"10820",6
"10821",3
"10822",1
"10823",6
"10824",3
"10825",5
"10826",1
"10827",11
"10828",10
"10829",0
"10830",4
"10831",2
"10832",13
"10833",11
"10834",10
"10835",4
"10836",6
"10837",2
"10838",4
"10839",2
"10840",11
"10841",14
"10842",3
"10843",13
"10844",1
"10845",10
"10846",0
"10847",2
"10848",4
"10849",7
"10850",7
"10851",12
"10852",6
"10853",0
"10854",8
"10855",4
"10856",15
"10857",2
"10858",1
"10859",6
"10860",9
"10861",8
"10862",8
"10863",9
"10864",1
"10865",4
"10866",2
"10867",5
"10868",2
"10869",7
"10870",5
"10871",13
"10872",14
"10873",10
"10874",8
"10875",3
"10876",2
"10877",3
"10878",2
"10879",3
"10880",6
"10881",4
"10882",5
"10883",4
"10884",3
"10885",7
"10886",7
"10887",6
"10888",14
"10889",10
"10890",10
"10891",12
"10892",9
"10893",11
"10894",7
"10895",7
"10896",6
"10897",8
"10898",4
"10899",11
"10900",15
"10902",0
"10903",7
"10904",7
"10905",4
"10906",6
"10907",7
"10908",6
"10909",7
"10910",6
"10911",3
"10912",3
"10913",2
"10914",3
"10915",5
"10916",2
"10917",6
"10918",7
"10919",7
"10920",7
"10921",7
"10922",5
"10923",8
"10924",7
"10925",10
"10926",10
"10927",6
"10928",8
"10929",8
"10930",8
"10931",3
"10932",8
"10933",10
"10934",12
"10936",13
"10937",13
"10938",5
"10939",15
"10940",18
"10941",18
"10942",14
"10943",0
"10944",14
"10945",2
"10946",10
"10947",4
"10948",11
"10949",15
"10950",5
"10951",13
"10952",2
"10953",7
"10954",5
"10955",3
"10956",8
"10957",12
"10958",9
"10959",10
"10960",10
"10961",6
"10962",12
"10963",0
"10964",5
"10965",8
"10966",7
"10967",1
"10968",7
"10969",7
"10970",7
"10971",4
"10972",14
"10973",12
"10974",11
"10975",11
"10976",6
"10977",2
"10978",5
"10979",6
"10980",4
"10981",4
"10982",6
"10983",0
"10984",12
"10985",10
"10986",15
"10987",6
"10988",11
"10989",15
"10990",8
"10991",10
"10992",4
"10993",11
"10994",7
"10995",6
"10996",7
"10997",5
"10998",6
"10999",6
"11000",10
"11001",5
"11002",7
"11003",1
"11004",8
"11005",4
"11006",7
"11007",9
"11008",5
"11009",4
"11010",7
"11011",2
"11012",3
"11013",6
"11014",2
"11015",4
"11016",0
"11017",3
"11018",2
"11019",2
"11020",1
"11021",3
"11022",2
"11023",6
"11024",12
"11025",3
"11026",13
"11027",10
"11028",7
"11029",3
"11030",4
"11031",2
"11032",5
"11033",9
"11034",3
"11035",3
"11036",0
"11037",7
"11038",10
"11039",0
"11040",0
"11041",12
"11042",3
"11043",6
"11044",6
"11045",5
"11046",12
"11047",6
"11048",8
"11049",10
"11050",0
"11051",7
"11052",7
"11053",3
"11054",3
"11055",6
"11056",2
"11057",9
"11058",2
"11059",1
"11060",8
"11061",11
"11062",4
"11063",6
"11064",5
"11065",8
"11066",0
"11067",4
"11068",1
"11069",6
"11070",2
"11071",7
"11072",6
"11073",7
"11074",4
"11075",3
"11076",5
"11077",14
"11078",12
"11079",2
"11080",3
"11081",2
"11082",2
"11083",9
"11084",4
"11085",5
"11086",6
"11087",3
"11088",3
"11089",4
"11090",5
"11091",2
"11092",5
"11093",1
"11094",1
"11095",1
"11096",0
